building_id,building_id_inf,contributor,publication,region,country,city,lat,lon,climate,building_type,cooling_type,year,records,has_age,has_ec,has_timestamp,timezone,met_source,isd_station,isd_distance,database,quality_assurance
261,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,mixed mode,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
262,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,mixed mode,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
263,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,mixed mode,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
264,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
265,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
266,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
267,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,mixed mode,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
268,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
269,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2021,6,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
270,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,mixed mode,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
271,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,mixed mode,2020,1,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
272,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2021,6,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
273,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2021,4,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
274,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
275,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,8,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
276,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
277,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
278,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
279,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,mixed mode,2020,1,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
280,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,mixed mode,2021,3,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
281,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
282,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,mixed mode,2021,3,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
283,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,mixed mode,2021,3,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
284,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
285,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
286,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
287,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,1,no,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
288,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
289,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,mixed mode,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
290,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
291,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
292,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,3,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
293,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
294,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,1,no,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
295,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,naturally ventilated,2020,1,no,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.1,pass
296,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2020,7,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
297,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
298,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
299,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
300,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2020,2,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
301,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
302,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2020,4,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
303,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,mixed mode,2021,1,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
304,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,1,no,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
305,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,3,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
306,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
307,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,1,no,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
308,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,1,no,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
309,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
310,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,1,no,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
311,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,4,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
312,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,1,no,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
313,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
314,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,1,no,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
315,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,1,no,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
316,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,3,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
317,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,mixed mode,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
318,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,1,no,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
319,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
320,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
321,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,2,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
322,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,6,categorical,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
323,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,1,no,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
324,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,mixed mode,2021,1,no,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
325,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,1,no,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
326,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,mixed mode,2021,1,no,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
327,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,bengaluru,12.9715987,77.5945627,tropical wet savanna,multifamily housing,naturally ventilated,2021,1,no,yes,yes,Asia/Kolkata,original_data,432950-99999,1.4,2.1,pass
328,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,naturally ventilated,2020,28,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7.9,2.1,pass
329,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,mixed mode,2020,6,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7.9,2.1,pass
330,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,mixed mode,2020,16,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7.9,2.1,pass
331,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,naturally ventilated,2020,14,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7.9,2.1,pass
332,no,Rajan Rawal,https://doi.org/10.1016/j.buildenv.2022.109187,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,multifamily housing,mixed mode,2020,5,categorical,yes,yes,Asia/Kolkata,original_data,432780-99999,7.9,2.1,pass
